Type_of_fiber,Fiber_diameter,Embedded_length,Youngs_modulus_of_fiber,Poisson_ratio_of_fiber,Type_of_matrix,Youngs_modulus_of_matrix,Poissons_ratio_of_matrix,Loading_rate,Prepare_temperature,Test_temperature,Fmax
3.0,7.15,57.8,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,0.014
3.0,7.15,63.9,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,0.011
3.0,7.15,69.9,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,0.014
3.0,7.15,71.9,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,0.013
3.0,7.15,72.9,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,0.01
3.0,7.15,78.0,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,0.014
3.0,7.15,80.0,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,0.017
3.0,7.15,82.0,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,0.019
3.0,7.15,84.8,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,0.016
3.0,7.15,89.8,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,0.017
3.0,7.15,97.9,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,0.02
3.0,7.15,101.9,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,0.021
3.0,7.15,114.9,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,0.023
3.0,7.15,31.9,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,0.011
3.0,7.15,40.0,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,0.015
3.0,7.15,41.9,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,0.015
3.0,7.15,45.1,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,0.017
3.0,7.15,49.1,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,0.016
3.0,7.15,50.0,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,0.021
3.0,7.15,50.9,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,0.022
3.0,7.15,57.9,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,0.02
3.0,7.15,60.0,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,0.023
3.0,7.15,67.9,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,0.02
3.0,7.15,71.9,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,0.018
3.0,7.15,74.0,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,0.025
3.0,7.15,76.8,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,0.031
3.0,7.15,78.9,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,0.025
3.0,7.15,80.9,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,0.021
3.0,7.15,80.9,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,0.03
3.0,7.15,87.0,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,0.028
3.0,7.15,92.1,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,0.029
3.0,7.15,103.0,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,0.029
3.0,7.15,127.0,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,0.037
3.0,7.15,40.9,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,0.017
3.0,7.15,43.1,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,0.017
3.0,7.15,43.9,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,0.019
3.0,7.15,48.0,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,0.022
3.0,7.15,51.0,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,0.029
3.0,7.15,52.0,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,0.035
3.0,7.15,53.9,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,0.027
3.0,7.15,56.0,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,0.031
3.0,7.15,63.1,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,0.031
3.0,7.15,66.9,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,0.04
3.0,7.15,68.0,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,0.033
3.0,7.15,69.0,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,0.038
3.0,7.15,69.9,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,0.035
3.0,7.15,76.0,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,0.042
3.0,7.15,83.0,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,0.043
3.0,7.15,89.0,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,0.051
3.0,7.15,89.9,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,0.042
3.0,7.15,89.9,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,0.049
3.0,7.15,90.9,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,0.047
3.0,7.15,98.0,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,0.048
3.0,7.15,27.1,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,0.026
3.0,7.15,43.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,0.039
3.0,7.15,44.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,0.032
3.0,7.15,46.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,0.035
3.0,7.15,46.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,0.034
3.0,7.15,53.9,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,0.044
3.0,7.15,57.9,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,0.053
3.0,7.15,61.9,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,0.053
3.0,7.15,67.1,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,0.057
3.0,7.15,70.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,0.065
3.0,7.15,72.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,0.055
3.0,7.15,73.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,0.055
3.0,7.15,73.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,0.057
3.0,7.15,73.9,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,0.064
3.0,7.15,76.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,0.056
3.0,7.15,76.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,0.054
3.0,7.15,84.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,0.061
3.0,7.15,88.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,0.061
3.0,7.15,88.9,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,0.057
3.0,7.15,91.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,0.073
3.0,7.15,35.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,0.032
3.0,7.15,35.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,0.033
3.0,7.15,36.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,0.032
3.0,7.15,36.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,0.035
3.0,7.15,37.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,0.033
3.0,7.15,38.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,0.038
3.0,7.15,38.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,0.039
3.0,7.15,39.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,0.038
3.0,7.15,39.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,0.04
3.0,7.15,40.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,0.037
3.0,7.15,40.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,0.039
3.0,7.15,41.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,0.037
3.0,7.15,42.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,0.041
3.0,7.15,43.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,0.04
3.0,7.15,43.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,0.041
3.0,7.15,44.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,0.039
3.0,7.15,44.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,0.043
3.0,7.15,44.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,0.044
3.0,7.15,45.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,0.041
3.0,7.15,46.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,0.045
3.0,7.15,47.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,0.044
3.0,7.15,48.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,0.046
3.0,7.15,50.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,0.048
3.0,7.0,39.6,230.0,0.26,3,3.5,0.36,0.04,120,25.0,0.046
3.0,7.0,43.9,230.0,0.26,3,3.5,0.36,0.04,120,25.0,0.052
3.0,7.0,45.7,230.0,0.26,3,3.5,0.36,0.04,120,25.0,0.047
3.0,7.0,48.5,230.0,0.26,3,3.5,0.36,0.04,120,25.0,0.067
3.0,7.0,48.7,230.0,0.26,3,3.5,0.36,0.04,120,25.0,0.062
3.0,7.0,53.4,230.0,0.26,3,3.5,0.36,0.04,120,25.0,0.068
3.0,7.0,53.6,230.0,0.26,3,3.5,0.36,0.04,120,25.0,0.062
3.0,7.0,55.2,230.0,0.26,3,3.5,0.36,0.04,120,25.0,0.054
3.0,7.0,57.7,230.0,0.26,3,3.5,0.36,0.04,120,25.0,0.074
3.0,7.0,59.5,230.0,0.26,3,3.5,0.36,0.04,120,25.0,0.072
3.0,7.0,60.1,230.0,0.26,3,3.5,0.36,0.04,120,25.0,0.08
3.0,7.0,60.5,230.0,0.26,3,3.5,0.36,0.04,120,25.0,0.064
3.0,7.0,60.9,230.0,0.26,3,3.5,0.36,0.04,120,25.0,0.061
3.0,7.0,63.1,230.0,0.26,3,3.5,0.36,0.04,120,25.0,0.078
3.0,7.0,63.4,230.0,0.26,3,3.5,0.36,0.04,120,25.0,0.066
3.0,7.0,64.0,230.0,0.26,3,3.5,0.36,0.04,120,25.0,0.067
3.0,7.0,65.0,230.0,0.26,3,3.5,0.36,0.04,120,25.0,0.077
3.0,7.0,67.0,230.0,0.26,3,3.5,0.36,0.04,120,25.0,0.084
3.0,7.0,70.0,230.0,0.26,3,3.5,0.36,0.04,120,25.0,0.09
3.0,7.0,73.1,230.0,0.26,3,3.5,0.36,0.04,120,25.0,0.076
3.0,7.0,75.7,230.0,0.26,3,3.5,0.36,0.04,120,25.0,0.085
3.0,7.0,76.8,230.0,0.26,3,3.5,0.36,0.04,120,25.0,0.072
3.0,7.0,76.8,230.0,0.26,3,3.5,0.36,0.04,120,25.0,0.087
3.0,7.0,76.8,230.0,0.26,3,3.5,0.36,0.04,120,25.0,0.102
3.0,7.0,78.4,230.0,0.26,3,3.5,0.36,0.04,120,25.0,0.082
3.0,7.0,79.0,230.0,0.26,3,3.5,0.36,0.04,120,25.0,0.097
3.0,7.0,79.0,230.0,0.26,3,3.5,0.36,0.04,120,25.0,0.104
3.0,7.0,82.4,230.0,0.26,3,3.5,0.36,0.04,120,25.0,0.08
3.0,7.0,85.1,230.0,0.26,3,3.5,0.36,0.04,120,25.0,0.101
3.0,7.0,95.0,230.0,0.26,3,3.5,0.36,0.04,120,25.0,0.107
3.0,7.0,95.4,230.0,0.26,3,3.5,0.36,0.04,120,25.0,0.096
5.0,17.5,125.9,75.7,0.17,4,3.259,0.36,0.01,150,25.6,0.184
5.0,17.5,139.4,75.7,0.17,4,3.259,0.36,0.01,150,25.6,0.205
5.0,17.5,178.3,75.7,0.17,4,3.259,0.36,0.01,150,25.6,0.263
5.0,17.5,232.2,75.7,0.17,4,3.259,0.36,0.01,150,25.6,0.337
5.0,17.5,283.1,75.7,0.17,4,3.259,0.36,0.01,150,25.6,0.416
5.0,17.5,335.5,75.7,0.17,4,3.259,0.36,0.01,150,25.6,0.485
5.0,17.5,388.0,75.7,0.17,4,3.259,0.36,0.01,150,25.6,0.549
5.0,17.5,125.9,75.7,0.17,4,2.955,0.36,0.01,150,40.0,0.158
5.0,17.5,179.8,75.7,0.17,4,2.955,0.36,0.01,150,40.0,0.213
5.0,17.5,230.7,75.7,0.17,4,2.955,0.36,0.01,150,40.0,0.265
5.0,17.5,244.2,75.7,0.17,4,2.955,0.36,0.01,150,40.0,0.279
5.0,17.5,256.2,75.7,0.17,4,2.955,0.36,0.01,150,40.0,0.284
5.0,17.5,283.1,75.7,0.17,4,2.955,0.36,0.01,150,40.0,0.315
5.0,17.5,335.5,75.7,0.17,4,2.955,0.36,0.01,150,40.0,0.363
5.0,17.5,388.0,75.7,0.17,4,2.955,0.36,0.01,150,40.0,0.406
5.0,17.5,440.4,75.7,0.17,4,2.955,0.36,0.01,150,40.0,0.459
5.0,17.5,492.8,75.7,0.17,4,2.955,0.36,0.01,150,40.0,0.499
5.0,17.5,179.8,75.7,0.17,4,2.786,0.36,0.01,150,60.0,0.184
5.0,17.5,232.2,75.7,0.17,4,2.786,0.36,0.01,150,60.0,0.22
5.0,17.5,271.2,75.7,0.17,4,2.786,0.36,0.01,150,60.0,0.246
5.0,17.5,284.6,75.7,0.17,4,2.786,0.36,0.01,150,60.0,0.256
5.0,17.5,335.5,75.7,0.17,4,2.786,0.36,0.01,150,60.0,0.289
5.0,17.5,388.0,75.7,0.17,4,2.786,0.36,0.01,150,60.0,0.325
5.0,17.5,440.4,75.7,0.17,4,2.786,0.36,0.01,150,60.0,0.358
5.0,17.5,492.8,75.7,0.17,4,2.786,0.36,0.01,150,60.0,0.389
5.0,17.5,127.4,75.7,0.17,4,2.185,0.36,0.01,150,80.0,0.138
5.0,17.5,179.8,75.7,0.17,4,2.185,0.36,0.01,150,80.0,0.16
5.0,17.5,190.3,75.7,0.17,4,2.185,0.36,0.01,150,80.0,0.162
5.0,17.5,230.7,75.7,0.17,4,2.185,0.36,0.01,150,80.0,0.181
5.0,17.5,283.1,75.7,0.17,4,2.185,0.36,0.01,150,80.0,0.201
5.0,17.5,335.5,75.7,0.17,4,2.185,0.36,0.01,150,80.0,0.224
5.0,17.5,388.0,75.7,0.17,4,2.185,0.36,0.01,150,80.0,0.244
5.0,17.5,440.4,75.7,0.17,4,2.185,0.36,0.01,150,80.0,0.265
5.0,17.5,492.8,75.7,0.17,4,2.185,0.36,0.01,150,80.0,0.287
5.0,17.5,543.7,75.7,0.17,4,2.185,0.36,0.01,150,80.0,0.306
5.0,17.5,178.3,75.7,0.17,4,1.731,0.36,0.01,150,100.0,0.129
5.0,17.5,230.7,75.7,0.17,4,1.731,0.36,0.01,150,100.0,0.141
5.0,17.5,269.7,75.7,0.17,4,1.731,0.36,0.01,150,100.0,0.148
5.0,17.5,283.1,75.7,0.17,4,1.731,0.36,0.01,150,100.0,0.155
5.0,17.5,335.5,75.7,0.17,4,1.731,0.36,0.01,150,100.0,0.165
5.0,17.5,388.0,75.7,0.17,4,1.731,0.36,0.01,150,100.0,0.177
5.0,17.5,440.4,75.7,0.17,4,1.731,0.36,0.01,150,100.0,0.191
5.0,17.5,491.3,75.7,0.17,4,1.731,0.36,0.01,150,100.0,0.203
5.0,17.5,543.7,75.7,0.17,4,1.731,0.36,0.01,150,100.0,0.215
5.0,17.5,596.1,75.7,0.17,4,1.731,0.36,0.01,150,100.0,0.227
5.0,17.5,115.4,75.7,0.17,4,1.731,0.36,0.01,150,120.0,0.083
5.0,17.5,127.4,75.7,0.17,4,1.731,0.36,0.01,150,120.0,0.088
5.0,17.5,179.8,75.7,0.17,4,1.731,0.36,0.01,150,120.0,0.091
5.0,17.5,232.2,75.7,0.17,4,1.731,0.36,0.01,150,120.0,0.1
5.0,17.5,284.6,75.7,0.17,4,1.731,0.36,0.01,150,120.0,0.105
5.0,17.5,337.0,75.7,0.17,4,1.731,0.36,0.01,150,120.0,0.11
5.0,17.5,389.5,75.7,0.17,4,1.731,0.36,0.01,150,120.0,0.112
5.0,17.5,441.9,75.7,0.17,4,1.731,0.36,0.01,150,120.0,0.122
8.0,7.0,80.0,233.0,0.2,7,3.96,0.37,0.0333,135,25.0,0.069
8.0,7.0,80.0,233.0,0.2,7,3.068,0.37,0.0333,135,60.0,0.052
8.0,7.0,80.0,233.0,0.2,7,2.51,0.37,0.0333,135,90.0,0.054
8.0,7.0,80.0,233.0,0.2,7,1.59,0.37,0.0333,135,120.0,0.021
5.0,17.5,114.7,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.07
5.0,17.5,123.1,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.08
5.0,17.5,148.3,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.097
5.0,17.5,165.0,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.12
5.0,17.5,162.2,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.14
5.0,17.5,179.0,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.16
5.0,17.5,184.6,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.17
5.0,17.5,193.0,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.173
5.0,17.5,198.6,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.187
5.0,17.5,198.6,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.213
5.0,17.5,215.4,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.263
5.0,17.5,226.6,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.307
5.0,17.5,235.0,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.337
5.0,17.5,251.7,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.35
5.0,17.5,237.8,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.367
5.0,17.5,257.3,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.37
5.0,17.5,274.1,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.39
5.0,17.5,254.5,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.403
5.0,17.5,262.9,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.417
5.0,17.5,271.3,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.427
5.0,17.5,282.5,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.453
5.0,17.5,285.3,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.487
5.0,17.5,293.7,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.547
5.0,17.5,299.3,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.573
5.0,17.5,313.3,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.597
5.0,17.5,321.7,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.62
5.0,17.5,330.1,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.637
4.0,7.2,65.0,90.0,0.17,4,3.0,0.36,0.01,150,25.0,0.045
4.0,7.2,65.0,90.0,0.17,4,3.0,0.36,0.01,150,25.0,0.052
4.0,7.2,63.3,90.0,0.17,4,3.0,0.36,0.01,150,25.0,0.059
4.0,7.2,81.7,90.0,0.17,4,3.0,0.36,0.01,150,25.0,0.072
4.0,7.2,81.7,90.0,0.17,4,3.0,0.36,0.01,150,25.0,0.078
4.0,7.2,91.7,90.0,0.17,4,3.0,0.36,0.01,150,25.0,0.084
4.0,7.2,93.3,90.0,0.17,4,3.0,0.36,0.01,150,25.0,0.094
4.0,7.2,106.7,90.0,0.17,4,3.0,0.36,0.01,150,25.0,0.101
4.0,7.2,120.0,90.0,0.17,4,3.0,0.36,0.01,150,25.0,0.107
4.0,7.2,115.0,90.0,0.17,4,3.0,0.36,0.01,150,25.0,0.113
4.0,7.2,111.7,90.0,0.17,4,3.0,0.36,0.01,150,25.0,0.127
4.0,7.2,120.0,90.0,0.17,4,3.0,0.36,0.01,150,25.0,0.13
4.0,7.2,128.3,90.0,0.17,4,3.0,0.36,0.01,150,25.0,0.133
4.0,7.2,158.3,90.0,0.17,4,3.0,0.36,0.01,150,25.0,0.136
4.0,7.2,128.3,90.0,0.17,4,3.0,0.36,0.01,150,25.0,0.166
4.0,7.2,158.3,90.0,0.17,4,3.0,0.36,0.01,150,25.0,0.193
4.0,7.2,188.3,90.0,0.17,4,3.0,0.36,0.01,150,25.0,0.218
4.0,7.2,218.3,90.0,0.17,4,3.0,0.36,0.01,150,25.0,0.238
4.0,7.2,248.3,90.0,0.17,4,3.0,0.36,0.01,150,25.0,0.255
4.0,7.2,278.3,90.0,0.17,4,3.0,0.36,0.01,150,25.0,0.271
