Type_of_fiber,Fiber_diameter,Embedded_length,Youngs_modulus_of_fiber,Poisson_ratio_of_fiber,Type_of_matrix,Youngs_modulus_of_matrix,Poissons_ratio_of_matrix,Loading_rate,Prepare_temperature,Test_temperature,IFSS
3.0,7.15,57.8,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,10.8
3.0,7.15,63.9,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,7.6
3.0,7.15,69.9,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,8.9
3.0,7.15,71.9,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,8.1
3.0,7.15,72.9,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,6.1
3.0,7.15,78.0,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,8.0
3.0,7.15,80.0,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,9.5
3.0,7.15,82.0,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,10.3
3.0,7.15,84.8,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,8.4
3.0,7.15,89.8,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,8.4
3.0,7.15,97.9,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,9.1
3.0,7.15,101.9,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,9.2
3.0,7.15,114.9,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,8.9
3.0,7.15,31.9,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,15.4
3.0,7.15,40.0,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,16.7
3.0,7.15,41.9,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,15.9
3.0,7.15,45.1,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,16.8
3.0,7.15,49.1,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,14.5
3.0,7.15,50.0,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,18.7
3.0,7.15,50.9,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,19.2
3.0,7.15,57.9,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,15.4
3.0,7.15,60.0,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,17.1
3.0,7.15,67.9,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,13.1
3.0,7.15,71.9,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,11.2
3.0,7.15,74.0,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,15.1
3.0,7.15,76.8,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,18.0
3.0,7.15,78.9,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,14.1
3.0,7.15,80.9,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,11.6
3.0,7.15,80.9,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,16.5
3.0,7.15,87.0,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,14.3
3.0,7.15,92.1,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,14.0
3.0,7.15,103.0,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,12.6
3.0,7.15,127.0,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,13.0
3.0,7.15,40.9,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,18.5
3.0,7.15,43.1,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,17.6
3.0,7.15,43.9,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,19.2
3.0,7.15,48.0,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,20.5
3.0,7.15,51.0,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,25.3
3.0,7.15,52.0,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,30.0
3.0,7.15,53.9,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,22.3
3.0,7.15,56.0,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,24.7
3.0,7.15,63.1,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,21.9
3.0,7.15,66.9,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,26.6
3.0,7.15,68.0,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,21.7
3.0,7.15,69.0,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,24.6
3.0,7.15,69.9,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,22.2
3.0,7.15,76.0,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,24.6
3.0,7.15,83.0,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,23.1
3.0,7.15,89.0,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,25.5
3.0,7.15,89.9,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,20.8
3.0,7.15,89.9,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,24.2
3.0,7.15,90.9,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,23.0
3.0,7.15,98.0,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,21.8
3.0,7.15,27.1,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,42.8
3.0,7.15,43.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,40.4
3.0,7.15,44.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,32.4
3.0,7.15,46.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,33.9
3.0,7.15,46.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,32.9
3.0,7.15,53.9,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,36.3
3.0,7.15,57.9,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,40.8
3.0,7.15,61.9,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,38.1
3.0,7.15,67.1,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,37.9
3.0,7.15,70.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,41.4
3.0,7.15,72.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,34.0
3.0,7.15,73.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,33.5
3.0,7.15,73.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,34.8
3.0,7.15,73.9,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,38.7
3.0,7.15,76.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,32.8
3.0,7.15,76.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,31.6
3.0,7.15,84.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,32.4
3.0,7.15,88.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,30.9
3.0,7.15,88.9,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,28.6
3.0,7.15,91.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,35.8
3.0,7.15,35.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,40.7
3.0,7.15,35.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,42.0
3.0,7.15,36.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,39.6
3.0,7.15,36.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,43.3
3.0,7.15,37.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,39.7
3.0,7.15,38.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,44.5
3.0,7.15,38.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,45.7
3.0,7.15,39.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,43.4
3.0,7.15,39.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,45.7
3.0,7.15,40.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,41.2
3.0,7.15,40.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,43.4
3.0,7.15,41.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,40.2
3.0,7.15,42.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,43.5
3.0,7.15,43.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,41.4
3.0,7.15,43.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,42.5
3.0,7.15,44.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,39.4
3.0,7.15,44.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,43.5
3.0,7.15,44.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,44.5
3.0,7.15,45.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,40.6
3.0,7.15,46.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,43.6
3.0,7.15,47.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,41.7
3.0,7.15,48.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,42.7
3.0,7.15,50.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,42.8
3.0,7.0,39.6,230.0,0.26,3,3.5,0.36,0.04,120,25.0,50.7
3.0,7.0,43.9,230.0,0.26,3,3.5,0.36,0.04,120,25.0,51.8
3.0,7.0,45.7,230.0,0.26,3,3.5,0.36,0.04,120,25.0,45.6
3.0,7.0,48.5,230.0,0.26,3,3.5,0.36,0.04,120,25.0,60.8
3.0,7.0,48.7,230.0,0.26,3,3.5,0.36,0.04,120,25.0,56.5
3.0,7.0,53.4,230.0,0.26,3,3.5,0.36,0.04,120,25.0,56.1
3.0,7.0,53.6,230.0,0.26,3,3.5,0.36,0.04,120,25.0,51.0
3.0,7.0,55.2,230.0,0.26,3,3.5,0.36,0.04,120,25.0,43.1
3.0,7.0,57.7,230.0,0.26,3,3.5,0.36,0.04,120,25.0,56.5
3.0,7.0,59.5,230.0,0.26,3,3.5,0.36,0.04,120,25.0,53.6
3.0,7.0,60.1,230.0,0.26,3,3.5,0.36,0.04,120,25.0,58.6
3.0,7.0,60.5,230.0,0.26,3,3.5,0.36,0.04,120,25.0,46.3
3.0,7.0,60.9,230.0,0.26,3,3.5,0.36,0.04,120,25.0,44.9
3.0,7.0,63.1,230.0,0.26,3,3.5,0.36,0.04,120,25.0,55.0
3.0,7.0,63.4,230.0,0.26,3,3.5,0.36,0.04,120,25.0,46.0
3.0,7.0,64.0,230.0,0.26,3,3.5,0.36,0.04,120,25.0,46.0
3.0,7.0,65.0,230.0,0.26,3,3.5,0.36,0.04,120,25.0,52.1
3.0,7.0,67.0,230.0,0.26,3,3.5,0.36,0.04,120,25.0,55.7
3.0,7.0,70.0,230.0,0.26,3,3.5,0.36,0.04,120,25.0,56.8
3.0,7.0,73.1,230.0,0.26,3,3.5,0.36,0.04,120,25.0,46.3
3.0,7.0,75.7,230.0,0.26,3,3.5,0.36,0.04,120,25.0,49.6
3.0,7.0,76.8,230.0,0.26,3,3.5,0.36,0.04,120,25.0,41.3
3.0,7.0,76.8,230.0,0.26,3,3.5,0.36,0.04,120,25.0,50.0
3.0,7.0,76.8,230.0,0.26,3,3.5,0.36,0.04,120,25.0,58.6
3.0,7.0,78.4,230.0,0.26,3,3.5,0.36,0.04,120,25.0,46.0
3.0,7.0,79.0,230.0,0.26,3,3.5,0.36,0.04,120,25.0,54.3
3.0,7.0,79.0,230.0,0.26,3,3.5,0.36,0.04,120,25.0,58.3
3.0,7.0,82.4,230.0,0.26,3,3.5,0.36,0.04,120,25.0,42.7
3.0,7.0,85.1,230.0,0.26,3,3.5,0.36,0.04,120,25.0,52.1
3.0,7.0,95.0,230.0,0.26,3,3.5,0.36,0.04,120,25.0,49.2
3.0,7.0,95.4,230.0,0.26,3,3.5,0.36,0.04,120,25.0,44.5
5.0,17.5,125.9,75.7,0.17,4,3.259,0.36,0.01,150,25.6,26.6
5.0,17.5,139.4,75.7,0.17,4,3.259,0.36,0.01,150,25.6,26.8
5.0,17.5,178.3,75.7,0.17,4,3.259,0.36,0.01,150,25.6,26.8
5.0,17.5,232.2,75.7,0.17,4,3.259,0.36,0.01,150,25.6,26.4
5.0,17.5,283.1,75.7,0.17,4,3.259,0.36,0.01,150,25.6,26.7
5.0,17.5,335.5,75.7,0.17,4,3.259,0.36,0.01,150,25.6,26.3
5.0,17.5,388.0,75.7,0.17,4,3.259,0.36,0.01,150,25.6,25.8
5.0,17.5,125.9,75.7,0.17,4,2.955,0.36,0.01,150,40.0,22.8
5.0,17.5,179.8,75.7,0.17,4,2.955,0.36,0.01,150,40.0,21.5
5.0,17.5,230.7,75.7,0.17,4,2.955,0.36,0.01,150,40.0,20.9
5.0,17.5,244.2,75.7,0.17,4,2.955,0.36,0.01,150,40.0,20.8
5.0,17.5,256.2,75.7,0.17,4,2.955,0.36,0.01,150,40.0,20.2
5.0,17.5,283.1,75.7,0.17,4,2.955,0.36,0.01,150,40.0,20.3
5.0,17.5,335.5,75.7,0.17,4,2.955,0.36,0.01,150,40.0,19.7
5.0,17.5,388.0,75.7,0.17,4,2.955,0.36,0.01,150,40.0,19.0
5.0,17.5,440.4,75.7,0.17,4,2.955,0.36,0.01,150,40.0,18.9
5.0,17.5,492.8,75.7,0.17,4,2.955,0.36,0.01,150,40.0,18.4
5.0,17.5,179.8,75.7,0.17,4,2.786,0.36,0.01,150,60.0,18.6
5.0,17.5,232.2,75.7,0.17,4,2.786,0.36,0.01,150,60.0,17.2
5.0,17.5,271.2,75.7,0.17,4,2.786,0.36,0.01,150,60.0,16.5
5.0,17.5,284.6,75.7,0.17,4,2.786,0.36,0.01,150,60.0,16.3
5.0,17.5,335.5,75.7,0.17,4,2.786,0.36,0.01,150,60.0,15.7
5.0,17.5,388.0,75.7,0.17,4,2.786,0.36,0.01,150,60.0,15.2
5.0,17.5,440.4,75.7,0.17,4,2.786,0.36,0.01,150,60.0,14.8
5.0,17.5,492.8,75.7,0.17,4,2.786,0.36,0.01,150,60.0,14.4
5.0,17.5,127.4,75.7,0.17,4,2.185,0.36,0.01,150,80.0,19.8
5.0,17.5,179.8,75.7,0.17,4,2.185,0.36,0.01,150,80.0,16.2
5.0,17.5,190.3,75.7,0.17,4,2.185,0.36,0.01,150,80.0,15.5
5.0,17.5,230.7,75.7,0.17,4,2.185,0.36,0.01,150,80.0,14.3
5.0,17.5,283.1,75.7,0.17,4,2.185,0.36,0.01,150,80.0,12.9
5.0,17.5,335.5,75.7,0.17,4,2.185,0.36,0.01,150,80.0,12.2
5.0,17.5,388.0,75.7,0.17,4,2.185,0.36,0.01,150,80.0,11.4
5.0,17.5,440.4,75.7,0.17,4,2.185,0.36,0.01,150,80.0,10.9
5.0,17.5,492.8,75.7,0.17,4,2.185,0.36,0.01,150,80.0,10.6
5.0,17.5,543.7,75.7,0.17,4,2.185,0.36,0.01,150,80.0,10.2
5.0,17.5,178.3,75.7,0.17,4,1.731,0.36,0.01,150,100.0,13.1
5.0,17.5,230.7,75.7,0.17,4,1.731,0.36,0.01,150,100.0,11.1
5.0,17.5,269.7,75.7,0.17,4,1.731,0.36,0.01,150,100.0,10.0
5.0,17.5,283.1,75.7,0.17,4,1.731,0.36,0.01,150,100.0,10.0
5.0,17.5,335.5,75.7,0.17,4,1.731,0.36,0.01,150,100.0,8.9
5.0,17.5,388.0,75.7,0.17,4,1.731,0.36,0.01,150,100.0,8.3
5.0,17.5,440.4,75.7,0.17,4,1.731,0.36,0.01,150,100.0,7.9
5.0,17.5,491.3,75.7,0.17,4,1.731,0.36,0.01,150,100.0,7.5
5.0,17.5,543.7,75.7,0.17,4,1.731,0.36,0.01,150,100.0,7.2
5.0,17.5,596.1,75.7,0.17,4,1.731,0.36,0.01,150,100.0,6.9
5.0,17.5,115.4,75.7,0.17,4,1.731,0.36,0.01,150,120.0,13.2
5.0,17.5,127.4,75.7,0.17,4,1.731,0.36,0.01,150,120.0,12.6
5.0,17.5,179.8,75.7,0.17,4,1.731,0.36,0.01,150,120.0,9.2
5.0,17.5,232.2,75.7,0.17,4,1.731,0.36,0.01,150,120.0,7.8
5.0,17.5,284.6,75.7,0.17,4,1.731,0.36,0.01,150,120.0,6.7
5.0,17.5,337.0,75.7,0.17,4,1.731,0.36,0.01,150,120.0,5.9
5.0,17.5,389.5,75.7,0.17,4,1.731,0.36,0.01,150,120.0,5.2
5.0,17.5,441.9,75.7,0.17,4,1.731,0.36,0.01,150,120.0,5.0
8.0,7.0,80.0,233.0,0.2,7,3.96,0.37,0.0333,135,25.0,39.3
8.0,7.0,80.0,233.0,0.2,7,3.068,0.37,0.0333,135,60.0,29.3
8.0,7.0,80.0,233.0,0.2,7,2.51,0.37,0.0333,135,90.0,30.5
8.0,7.0,80.0,233.0,0.2,7,1.59,0.37,0.0333,135,120.0,12.2
5.0,17.5,114.7,230.0,0.2,4,3.0,0.36,0.01,150,25.0,21.7
5.0,17.5,123.1,230.0,0.2,4,3.0,0.36,0.01,150,25.0,20.8
5.0,17.5,148.3,230.0,0.2,4,3.0,0.36,0.01,150,25.0,21.0
5.0,17.5,165.0,230.0,0.2,4,3.0,0.36,0.01,150,25.0,20.5
5.0,17.5,162.2,230.0,0.2,4,3.0,0.36,0.01,150,25.0,21.2
5.0,17.5,179.0,230.0,0.2,4,3.0,0.36,0.01,150,25.0,20.4
5.0,17.5,184.6,230.0,0.2,4,3.0,0.36,0.01,150,25.0,20.9
5.0,17.5,193.0,230.0,0.2,4,3.0,0.36,0.01,150,25.0,20.1
5.0,17.5,198.6,230.0,0.2,4,3.0,0.36,0.01,150,25.0,20.6
5.0,17.5,198.6,230.0,0.2,4,3.0,0.36,0.01,150,25.0,20.7
5.0,17.5,215.4,230.0,0.2,4,3.0,0.36,0.01,150,25.0,20.4
5.0,17.5,226.6,230.0,0.2,4,3.0,0.36,0.01,150,25.0,20.6
5.0,17.5,235.0,230.0,0.2,4,3.0,0.36,0.01,150,25.0,20.5
5.0,17.5,251.7,230.0,0.2,4,3.0,0.36,0.01,150,25.0,19.8
5.0,17.5,237.8,230.0,0.2,4,3.0,0.36,0.01,150,25.0,19.7
5.0,17.5,257.3,230.0,0.2,4,3.0,0.36,0.01,150,25.0,19.2
5.0,17.5,274.1,230.0,0.2,4,3.0,0.36,0.01,150,25.0,19.5
5.0,17.5,254.5,230.0,0.2,4,3.0,0.36,0.01,150,25.0,19.4
5.0,17.5,262.9,230.0,0.2,4,3.0,0.36,0.01,150,25.0,19.4
5.0,17.5,271.3,230.0,0.2,4,3.0,0.36,0.01,150,25.0,19.1
5.0,17.5,282.5,230.0,0.2,4,3.0,0.36,0.01,150,25.0,18.8
5.0,17.5,285.3,230.0,0.2,4,3.0,0.36,0.01,150,25.0,18.4
5.0,17.5,293.7,230.0,0.2,4,3.0,0.36,0.01,150,25.0,17.8
5.0,17.5,299.3,230.0,0.2,4,3.0,0.36,0.01,150,25.0,17.4
5.0,17.5,313.3,230.0,0.2,4,3.0,0.36,0.01,150,25.0,16.9
5.0,17.5,321.7,230.0,0.2,4,3.0,0.36,0.01,150,25.0,16.5
5.0,17.5,330.1,230.0,0.2,4,3.0,0.36,0.01,150,25.0,16.0
4.0,7.2,65.0,90.0,0.17,4,3.0,0.36,0.01,150,25.0,39.5
4.0,7.2,65.0,90.0,0.17,4,3.0,0.36,0.01,150,25.0,40.5
4.0,7.2,63.3,90.0,0.17,4,3.0,0.36,0.01,150,25.0,40.2
4.0,7.2,81.7,90.0,0.17,4,3.0,0.36,0.01,150,25.0,40.7
4.0,7.2,81.7,90.0,0.17,4,3.0,0.36,0.01,150,25.0,41.3
4.0,7.2,91.7,90.0,0.17,4,3.0,0.36,0.01,150,25.0,40.3
4.0,7.2,93.3,90.0,0.17,4,3.0,0.36,0.01,150,25.0,38.9
4.0,7.2,106.7,90.0,0.17,4,3.0,0.36,0.01,150,25.0,39.4
4.0,7.2,120.0,90.0,0.17,4,3.0,0.36,0.01,150,25.0,38.8
4.0,7.2,115.0,90.0,0.17,4,3.0,0.36,0.01,150,25.0,37.8
4.0,7.2,111.7,90.0,0.17,4,3.0,0.36,0.01,150,25.0,38.3
4.0,7.2,120.0,90.0,0.17,4,3.0,0.36,0.01,150,25.0,38.3
4.0,7.2,128.3,90.0,0.17,4,3.0,0.36,0.01,150,25.0,38.3
4.0,7.2,158.3,90.0,0.17,4,3.0,0.36,0.01,150,25.0,38.3
4.0,7.2,128.3,90.0,0.17,4,3.0,0.36,0.01,150,25.0,37.0
4.0,7.2,158.3,90.0,0.17,4,3.0,0.36,0.01,150,25.0,35.6
4.0,7.2,188.3,90.0,0.17,4,3.0,0.36,0.01,150,25.0,34.4
4.0,7.2,218.3,90.0,0.17,4,3.0,0.36,0.01,150,25.0,32.9
4.0,7.2,248.3,90.0,0.17,4,3.0,0.36,0.01,150,25.0,31.4
4.0,7.2,278.3,90.0,0.17,4,3.0,0.36,0.01,150,25.0,30.0
