Cement-to-cm³,Cement type (MPa),Fly ash-to-cm,Slag-to-cm,Silica fume-to-cm,Metakaolin-to-cm ,Nano silica-to-cm,Limestone-to-cm,Quartz powder-to-cm,Sand-to-cm,Maximum aggregate size (mm),Water-to-cm,Superplasticizer-to-cm,Steel fiber volume (%),Aspect ratio of fibers,Size of specimen (mm),28-day compressive strength (MPa)
0.750228728,52.5,0,0,0.249771272,0,0,0,0,0.642268984,5,0.200365965,0.05946935,0.020128205,65,40,108
0.750228728,52.5,0,0,0.249771272,0,0,0,0,0.570905764,5,0.200365965,0.05946935,0.020128205,65,40,95
0.77037037,52.5,0,0,0.22962963,0,0,0,0,0.592592593,5,0.177777778,0.034773333,0,0,40,140
0.77037037,52.5,0,0,0.22962963,0,0,0,0,0.592592593,5,0.177777778,0.034773333,0,0,40,165
0.77037037,52.5,0,0,0.22962963,0,0,0,0,0.592592593,5,0.177777778,0.034773333,0.006128205,65,40,195
0.77037037,52.5,0,0,0.22962963,0,0,0,0,0.592592593,5,0.177777778,0.034773333,0,0,40,140
0.77037037,52.5,0,0,0.22962963,0,0,0,0,0.592592593,5,0.177777778,0.034773333,0.006128205,65,40,165
0.77037037,52.5,0,0,0.22962963,0,0,0,0,0.592592593,5,0.177777778,0.034773333,0.006128205,65,40,210
0.755319149,52.5,0,0,0.244680851,0,0,0,0.223404255,1.085106383,5,0.117021277,0.031914894,0.02,65,40,119
0.793924466,52.5,0,0,0.206075534,0,0,0,0,0.554187192,5,0.200328407,0.028735632,0.055128205,65,40,128
0.892857143,52.5,0,0,0.107142857,0,0,0,0,0,5,0.172292546,0.013392857,0,0,40,115
0.751879699,52.5,0,0,0.248120301,0,0,0,0,0,5,0.22556391,0.059398496,0,0,40,210
0.806451613,52.5,0,0,0.193548387,0,0,0,0,0,5,0.189516129,0.032258065,0,0,40,162
0.869565217,52.5,0,0,0.130434783,0,0,0,0,0,5,0.216600791,0.026086957,0,0,40,142
0.763358779,52.5,0,0,0.236641221,0,0,0,0,0,5,0.134466994,0.042748092,0,0,40,217
0.819672131,52.5,0,0,0.180327869,0,0,0,0,0,5,0.191447896,0.035245902,0,0,40,178
0.842105263,52.5,0,0,0.157894737,0,0,0,0.789473684,0,5,0.242105263,0.026315789,0.002564103,65,40,119
0.799975901,52.5,0,0,0.200024099,0,0,0,0.200024099,0,5,0.153271478,0.02879865,0,0,40,171
0.79245283,52.5,0,0,0.20754717,0,0,0,0.550943396,0,5,0.143396226,0.026415094,0.06025641,65,40,175
0.846649485,52.5,0,0,0.153350515,0,0,0,0.538659794,1.354381443,5,0.238402062,0.238402062,0.020128205,65,40,150.56
0.846649485,52.5,0,0,0.153350515,0,0,0,0.538659794,1.354381443,5,0.238402062,0.238402062,0,0,40,121.32
0.799960642,52.5,0,0,0.200039358,0,0,0,0.200039358,1.138443373,5,0.157532225,0.02883007,0,0,40,204
0.799793602,52.5,0,0,0.200206398,0,0,0,0,1.259029928,5,0.170278638,0.010319917,0,0,40,170
0.917381392,52.5,0,0,0.082618608,0,0,0,0,0,5,0.190478775,0,0.001615385,65,40,188
0.925925926,52.5,0,0,0.074074074,0,0,0,0,0,5,0.185185185,0,0.001044872,65,40,194
0.497194164,52.5,0.502805836,0,0,0,0,0,0,1.92704826,5,0.255892256,0.000448934,0,0,40,171
0.869565217,52.5,0,0,0.130434783,0,0,0,0,1.249855072,5,0.243478261,0,0,0,40,185
0.857124419,42.5,0,0,0,0.142875581,0,0.428497677,0,1.428497677,0.95,0.282851058,0.010002581,0,0,40,94.4293501
0.785723506,42.5,0,0,0,0.214276494,0,0.428552988,0,1.42868207,0.95,0.282860462,0.014289402,0,0,40,94.75404897
0.714248838,42.5,0,0,0,0.285751162,0,0.428497677,0,1.428497677,0.95,0.285699535,0.035712442,0,0,40,82.02384472
0.806432817,52.5,0,0,0.193567183,0,0,0,0.233189605,1.048362662,0.6,0.222002098,0.041953152,2.49,400,40,148.2534934
0.770001113,52.5,0,0.229998887,0,0,0,0,0.222654946,1.001001447,0.6,0.21197285,0.040057861,2.49,400,40,145.6764016
0.791399817,52.5,0,0.09457914,0.114021043,0,0,0,0.228842635,1.028819762,0.6,0.217863678,0.041171089,2.49,400,40,133.0411723
0.779279279,52.5,0.220720721,0,0,0,0,0,0.225337838,1.013063063,0.6,0.214527027,0.040540541,2.49,400,40,134.7268215
0.795310884,52.5,0.090104586,0,0.114584531,0,0,0,0.229973566,1.033904149,0.6,0.218940352,0.041374555,2.49,400,40,149.3679665
0.854700855,42.5,0,0,0,0.145299145,0,0,0,1.757316757,5,0.256410256,0.018000518,0,0,100,126
0.854700855,42.5,0,0,0,0.145299145,0,0,0,1.223975455,5,0.256410256,0.022682446,0,0,100,114
0.854700855,42.5,0,0,0,0.145299145,0,0,0,1.069393569,5,0.256410256,0.006817257,0,0,100,108
0.8,42.5,0,0,0.064,0.136,0,0,0,1.589333333,5,0.24,0.0248,0,0,100,131
0.8,42.5,0,0,0.064,0.136,0,0,0,1.17,5,0.24,0.013555556,0,0,100,124
0.8,42.5,0,0,0.064,0.136,0,0,0,1.016410256,5,0.24,0.014769231,0,0,100,110
0.8,42.5,0,0,0.064,0.136,0,0,0,0.879047619,5,0.24,0.018761905,0,0,100,108
0.799814643,42.5,0,0,0.200185357,0,0,0,0,0.855421687,2.36,0.164040778,0.018535681,2,65,40,142.8592551
0.599629286,42.5,0,0.200185357,0.200185357,0,0,0,0,0.855421687,2.36,0.164040778,0.018535681,2,65,40,157.6588088
0.599629286,42.5,0.200185357,0,0.200185357,0,0,0,0,0.855421687,2.36,0.164040778,0.018535681,2,65,40,157.1449296
0.4,42.5,0.2,0.2,0.2,0,0,0,0,0.85462963,2.36,0.163888889,0.018518519,2,65,40,155.0191101
0.789766407,42.5,0,0,0.200222469,0,0.010011123,0,0,0.855580274,2.36,0.16407119,0.018539118,2,65,40,155.0659785
0.863344845,42.5,0,0,0.123334978,0,0.013320178,0.246669956,0.185002467,1.048347311,1.25,0.197335964,0.022200296,2,59.09090909,100,153.4382129
0.740009867,42.5,0,0.123334978,0.123334978,0,0.013320178,0.246669956,0.185002467,1.048347311,1.25,0.197335964,0.022200296,2,59.09090909,100,144.8878126
0.678342378,42.5,0,0.185002467,0.123334978,0,0.013320178,0.246669956,0.185002467,1.048347311,1.25,0.197335964,0.022200296,2,59.09090909,100,143.0516952
0.616674889,42.5,0,0.246669956,0.123334978,0,0.013320178,0.246669956,0.185002467,1.048347311,1.25,0.197335964,0.022200296,2,59.09090909,100,133.1565879
0.857179685,42.5,0,0,0.128899201,0,0.013921114,0.257798402,0.193348801,1.095643207,1.25,0.206238721,0.023201856,2,59.09090909,100,147.1708609
0.663830884,42.5,0,0.193348801,0.128899201,0,0.013921114,0.257798402,0.193348801,1.095643207,1.25,0.206238721,0.023201856,2,59.09090909,100,142.6485322
0.654478007,42.5,0,0.19872814,0.132485427,0,0.014308426,0.264970853,0.19872814,1.126126126,1.25,0.211976683,0.023847377,2,59.09090909,100,134.9023228
0.75,42.5,0,0,0.25,0,0,0,0,1,2.36,0.163825758,0.019981061,2.16,66.66666667,40,149.7196244
0.599810785,42.5,0,0.150425733,0.249763482,0,0,0,0,0.999053926,2.36,0.163670766,0.019962157,2.16,66.66666667,40,141.9478435
0.449810606,42.5,0,0.300189394,0.25,0,0,0,0,1,2.36,0.163825758,0.019981061,2.16,66.66666667,40,143.9532214
0.300189394,42.5,0,0.449810606,0.25,0,0,0,0,1,2.36,0.163825758,0.019981061,2.16,66.66666667,40,138.0616633
0.599810785,42.5,0.150425733,0,0.249763482,0,0,0,0,0.999053926,2.36,0.163670766,0.019962157,2.16,66.66666667,40,138.0190843
0.449810606,42.5,0.300189394,0,0.25,0,0,0,0,1,2.36,0.163825758,0.019981061,2.16,66.66666667,40,144.144058
0.300189394,42.5,0.449810606,0,0.25,0,0,0,0,1,2.36,0.163825758,0.019981061,2.16,66.66666667,40,144.6440559
0.8,52.5,0,0,0.2,0,0,0,0,0.880193237,0.4,0.217004831,0.025507246,0,0,40,98
0.800391389,52.5,0,0,0.199608611,0,0,0,0,0.87964775,0.4,0.21702544,0.025440313,2.277777778,81.25,40,192
0.800441014,52.5,0,0,0.199558986,0,0,0,0,1.189636163,0.4,0.217089305,0.025468578,0,0,40,119
0.800695249,52.5,0,0,0.199304751,0,0,0,0,1.199304751,0.4,0.217033604,0.025492468,1.916666667,81.25,40,155
0.8,52.5,0,0,0,0.2,0,0,0,0.880193237,0.4,0.217004831,0.025507246,0,0,40,109
0.8,52.5,0,0,0,0.2,0,0,0,0.87961165,0.4,0.216893204,0.025436893,2.291666667,81.25,40,161
0.800441014,52.5,0,0,0,0.199558986,0,0,0,1.189636163,0.4,0.217089305,0.025468578,0,0,40,120
0.800695249,52.5,0,0,0,0.199304751,0,0,0,1.199304751,0.4,0.217033604,0.025492468,1.916666667,81.25,40,146
0.833333333,52.5,0,0,0.166666667,0,0,0,0.25,1,2,0.191666667,0.029166667,0,0,75,151
0.833333333,52.5,0,0,0.166666667,0,0,0,0.25,1,2,0.191666667,0.029166667,1,40,75,156
0.833333333,52.5,0,0,0.166666667,0,0,0,0.25,1,2,0.191666667,0.029166667,3,40,75,164
0.833333333,52.5,0,0,0.166666667,0,0,0,0.25,1,2,0.191666667,0.029166667,6,40,75,171
0.833333333,52.5,0,0,0.166666667,0,0,0,0.25,1,2,0.191666667,0.029166667,1,60,75,158
0.833333333,52.5,0,0,0.166666667,0,0,0,0.25,1,2,0.191666667,0.029166667,3,60,75,166
0.833333333,52.5,0,0,0.166666667,0,0,0,0.25,1,2,0.191666667,0.029166667,6,60,75,173
0.833333333,52.5,0,0,0.166666667,0,0,0,0.25,1,2,0.191666667,0.029166667,1,80,75,159
0.833333333,52.5,0,0,0.166666667,0,0,0,0.25,1,2,0.191666667,0.029166667,3,80,75,165
0.833333333,52.5,0,0,0.166666667,0,0,0,0.25,1,2,0.191666667,0.029166667,6,80,75,170
0.752549651,42.5,0,0,0.247450349,0,0,0,0.224100913,1.072195384,1.18,0.194310252,0.032206119,6,81.25,100,137.93
0.752588267,42.5,0,0,0.247411733,0,0,0,0.224050969,1.07140961,1.18,0.194053624,0.032386514,5,81.25,100,122.33
0.752758802,42.5,0,0,0.247241198,0,0,0,0.224119811,1.071728849,1.18,0.194167105,0.032317394,4,81.25,100,122.2
0.752601457,42.5,0,0,0.247398543,0,0,0,0.223985432,1.072320499,1.18,0.19458897,0.03251821,3,81.25,100,121.29
0.752510945,42.5,0,0,0.247489055,0,0,0,0.224053567,1.07262426,1.18,0.194437291,0.03270667,2,81.25,100,112.32
0.752422234,42.5,0,0,0.247577766,0,0,0,0.224120347,1.072921979,1.18,0.1945436,0.03263641,1,81.25,100,111.15
0.752272727,42.5,0,0,0.247727273,0,0,0,0.224242424,1.073484848,1.18,0.19469697,0.032828283,0,0,100,110.11
0.8,52.5,0,0,0.2,0,0,0,0,1.104,0.38,0.22,0.00432,0,0,50,192
0.8,52.5,0,0,0.2,0,0,0,0,1.032,0.38,0.22,0.00432,2.5,65,50,201
0.769230769,52.5,0,0,0.230769231,0,0,0,0,1.292307692,0.38,0.22,0.005538462,0,0,50,175
0.769230769,52.5,0,0,0.230769231,0,0,0,0,1.292307692,0.38,0.22,0.005538462,0,0,50,171
0.8,52.5,0,0,0.2,0,0,0,0,1.104,0.38,0.2,0.00576,0,0,50,190
0.8,52.5,0,0,0.2,0,0,0,0,1.088,0.38,0.18,0.0072,0,0,50,163
0.8,42.5,0,0,0.2,0,0,0,0,0.928735632,0.6,0.2,0.04048,0,0,50,101.5
0.8,42.5,0,0,0.2,0,0,0,0,0.928735632,0.6,0.2,0.048544,0,0,50,99.5
0.8,42.5,0,0,0.2,0,0,0,0,0.928735632,0.075,0.2,0.048544,0,0,50,163.5
0.8,42.5,0,0,0.2,0,0,0,0,0.928735632,0.075,0.2,0.036384,0,0,50,197.5
0.8,42.5,0,0,0.2,0,0,0,0,0.928735632,3.3,0.2,0.036384,0,0,50,137.125
0.8,42.5,0,0,0.2,0,0,0,0,0.928735632,3.3,0.2,0.036384,0,0,50,142
0.8,42.5,0,0,0.2,0,0,0,0,0.928735632,3.3,0.2,0.040448,0,0,50,128.875
0.8,42.5,0,0,0.2,0,0,0,0,0.928735632,5,0.2,0.02432,0,0,50,179
0.8,42.5,0,0,0.2,0,0,0,0,0.928735632,5,0.2,0.016128,0,0,50,172.75
0.8,42.5,0,0,0.2,0,0,0,0,0.928735632,5,0.2,0.014144,0,0,50,179.125
0.8,42.5,0,0,0.2,0,0,0,0,0.928735632,5,0.2,0.010912,0,0,50,176.75
0.8,42.5,0,0,0.2,0,0,0,0,0.928735632,5,0.2,0.014144,2,63.5,50,181
0.8,42.5,0,0,0.2,0,0,0,0,0.928735632,5,0.2,0.014144,4,63.5,50,184.625
0.8,42.5,0,0,0.2,0,0,0,0,0.928735632,5,0.2,0.014144,6,63.5,50,202.75
0.8,42.5,0,0,0.2,0,0,0,0,0.928735632,5,0.18,0.02432,0,0,50,161
0.8,42.5,0,0,0.2,0,0,0,0,0.928735632,5,0.16,0.02832,0,0,50,177.25
0.8,42.5,0,0,0.2,0,0,0,0,0.649578652,5,0.16,0.03968,0,0,50,160.75
0.8,42.5,0,0,0.2,0,0,0,0,0.649578652,5,0.2,0.015424,0,0,50,176.75
0.8,42.5,0,0,0.2,0,0,0,0,0.414128321,5,0.16,0.042912,0,0,50,165.25
0.8,42.5,0,0,0.2,0,0,0,0,0.414128321,5,0.2,0.016704,0,0,50,177.25
0.8,42.5,0,0,0.2,0,0,0,0,0.414128321,5,0.2,0.016704,2,63.5,50,178.375
0.8,42.5,0,0,0.2,0,0,0,0,0.414128321,5,0.2,0.016704,4,63.5,50,187.625
0.8,42.5,0,0,0.2,0,0,0,0,0.414128321,5,0.2,0.016704,6,63.5,50,190.75
0.8,42.5,0,0,0.2,0,0,0,0,0.414128321,5,0.2,0.028704,0,0,50,163.75
0.8,42.5,0,0,0.2,0,0,0,0,0.414128321,5,0.2,0.028704,2,63.5,50,169
0.8,42.5,0,0,0.2,0,0,0,0,0.414128321,5,0.2,0.028704,4,63.5,50,168.125
0.8,42.5,0,0,0.2,0,0,0,0,0.414128321,5,0.2,0.028704,6,63.5,50,188.75
0.424908425,42.5,0.468864469,0,0.106227106,0,0,0,0,0,0.1,0.2,0.008175238,0,0,50,165
0.494444444,42.5,0.381944444,0,0.123611111,0,0,0,0,0,0.1,0.2,0.010126222,0,0,50,174.5
0.574139535,42.5,0.282325581,0,0.143534884,0,0,0,0,0,0.1,0.2,0.011344997,0,0,50,177.875
0.574139535,42.5,0.282325581,0,0.143534884,0,0,0,0,0,0.1,0.2,0.011344997,2,63.5,50,192
0.574139535,42.5,0.282325581,0,0.143534884,0,0,0,0,0,0.1,0.2,0.011344997,4,63.5,50,189.375
0.574139535,42.5,0.282325581,0,0.143534884,0,0,0,0,0,0.1,0.2,0.011344997,6,63.5,50,211.625
0.945,42.5,0,0,0.055,0,0,0,0,1.410146174,5,0.2,0.01489698,0,0,50,178.75
0.945,42.5,0,0,0.055,0,0,0,0,1.410146174,5,0.2,0.01489698,2,63.5,50,180.375
0.645,42.5,0.3,0,0.055,0,0,0,0,1.592433362,5,0.2,0.01016778,0,0,50,162.125
0.545,42.5,0.4,0,0.055,0,0,0,0,1.653482373,5,0.2,0.00859138,0,0,50,162.75
0.445,42.5,0.5,0,0.055,0,0,0,0,1.714531384,5,0.2,0.00701498,0,0,50,102.5
0.645,42.5,0.3,0,0.055,0,0,0,0,1.592433362,5,0.2,0.01016778,2,63.5,50,165.875
0.545,42.5,0.4,0,0.055,0,0,0,0,1.653482373,5,0.2,0.00859138,2,63.5,50,166.75
0.445,42.5,0.5,0,0.055,0,0,0,0,1.714531384,5,0.2,0.00701498,2,63.5,50,107.875
0.757575758,52.5,0,0,0.242424242,0,0,0,0.242424242,0.96969697,0.6,0.19,0.022727273,1,65,40,172
0.756756757,52.5,0,0,0.243243243,0,0,0,0.216216216,0.783783784,0.6,0.2,0.022702703,0,0,40,149
0.8,52.5,0,0,0.2,0,0,0,0.342857143,0.8,0.6,0.2,0.024,0,0,40,154
0.742857143,52.5,0,0,0.257142857,0,0,0,0.314285714,0.742857143,0.6,0.21,0.029714286,0,0,40,135
0.757575758,52.5,0,0,0.242424242,0,0,0,0.242424242,0.96969697,0.6,0.19,0.022727273,1,65,40,142
0.757575758,52.5,0,0,0.242424242,0,0,0,0.212121212,1.060606061,0.6,0.19,0.022727273,0,0,40,141
0.806451613,52.5,0,0,0.193548387,0,0,0,0.290322581,1.129032258,0.6,0.19,0.024193548,0,0,40,149
0.741935484,52.5,0,0,0.258064516,0,0,0,0.290322581,1.129032258,0.6,0.18,0.022258065,1,65,40,179
0.827586207,52.5,0,0,0.172413793,0,0,0,0.379310345,1.172413793,0.6,0.2,0.024827586,0,0,40,90
0.75,52.5,0,0,0.25,0,0,0,0.28125,1.03125,0.6,0.18,0.0225,0,0,40,151
0.85,52.5,0,0,0.15,0,0,0,0,0.85,0.6,0.2,0.0255,0,0,40,125
0.8,52.5,0,0,0.2,0,0,0,0,0.825,0.6,0.2,0.024,0,0,40,116
0.833333333,52.5,0,0,0.166666667,0,0,0,0.111111111,0.944444444,0.6,0.2,0.025,0,0,40,108
0.785714286,52.5,0,0,0.214285714,0,0,0,0.321428571,1.392857143,0.6,0.18,0.023571429,0,0,40,128
0.764705882,52.5,0,0,0.235294118,0,0,0,0.176470588,1,0.6,0.2,0.022941176,0,0,40,125
0.740740741,52.5,0,0,0.259259259,0,0,0,0.259259259,1.62962963,0.6,0.18,0.022222222,0,0,40,114
0.794117647,52.5,0,0,0.205882353,0,0,0,0.235294118,0.882352941,0.6,0.2,0.031764706,2,65,40,182
0.6875,52.5,0,0,0.3125,0,0,0,0.25,1.125,0.6,0.18,0.020625,0,0,40,142
0.6875,52.5,0,0,0.3125,0,0,0,0.25,1.125,0.6,0.18,0.020625,0,0,40,150
0.733333333,52.5,0,0,0.266666667,0,0,0,0.333333333,1.233333333,0.6,0.17,0.022,0,0,40,155
0.771428571,52.5,0,0,0.228571429,0,0,0,0.171428571,0.914285714,0.6,0.2,0.023142857,0,0,40,132
0.783783784,52.5,0,0,0.216216216,0,0,0,0.162162162,0.837837838,0.6,0.2,0.023513514,0,0,40,143
0.757575758,52.5,0,0,0.242424242,0,0,0,0.272727273,0.939393939,0.6,0.2,0.022727273,1,65,40,151
0.777777778,52.5,0,0,0.222222222,0,0,0,0.111111111,0.944444444,0.6,0.2,0.023333333,0,0,40,111
0.757575758,52.5,0,0,0.242424242,0,0,0,0.272727273,0.909090909,0.6,0.21,0.022727273,2,65,40,166
0.764705882,52.5,0,0,0.235294118,0,0,0,0.176470588,1,0.6,0.2,0.022941176,0,0,40,132
0.727272727,52.5,0,0,0.272727273,0,0,0,0.212121212,1.03030303,0.6,0.2,0.021818182,0,0,40,105
0.705882353,52.5,0,0,0.294117647,0,0,0,0.176470588,1,0.6,0.2,0.021176471,0,0,40,106
0.666666667,52.5,0,0,0.333333333,0,0,0,0.111111111,0.944444444,0.6,0.2,0.02,0,0,40,123
0.724137931,52.5,0,0,0.275862069,0,0,0,0.344827586,1.344827586,0.6,0.16,0.021724138,0,0,40,135
0.774193548,52.5,0,0,0.225806452,0,0,0,0.290322581,1.096774194,0.6,0.2,0.023225806,0,0,40,96
0.757575758,52.5,0,0,0.242424242,0,0,0,0.242424242,0.96969697,0.6,0.19,0.022727273,1,65,40,134
0.771428571,52.5,0,0,0.228571429,0,0,0,0.285714286,0.885714286,0.6,0.18,0.023142857,0,0,40,153
0.794117647,52.5,0,0,0.205882353,0,0,0,0.294117647,0.911764706,0.6,0.19,0.023823529,0,0,40,145
0.757575758,52.5,0,0,0.242424242,0,0,0,0.272727273,1,0.6,0.19,0.022727273,0,0,40,140
0.8,52.5,0,0,0.2,0,0,0,0.333333333,1.133333333,0.6,0.19,0.024,2,65,40,181
0.794117647,52.5,0,0,0.205882353,0,0,0,0.294117647,0.911764706,0.6,0.19,0.023823529,0,0,40,138
0.741935484,52.5,0,0,0.258064516,0,0,0,0.290322581,1.129032258,0.6,0.18,0.022258065,1,65,40,146
0.724137931,52.5,0,0,0.275862069,0,0,0,0.344827586,1.344827586,0.6,0.16,0.021724138,0,0,40,141
0.757575758,52.5,0,0,0.242424242,0,0,0,0.272727273,0.939393939,0.6,0.2,0.022727273,1,65,40,156
0.785714286,52.5,0,0,0.214285714,0,0,0,0.321428571,1.464285714,0.6,0.16,0.023571429,0,0,40,157
0.71875,52.5,0,0,0.28125,0,0,0,0.25,1.09375,0.6,0.19,0.0215625,0,0,40,135
0.8,52.5,0,0,0.2,0,0,0,0.3,1.166666667,0.6,0.18,0.024,2,65,40,200
0.741935484,52.5,0,0,0.258064516,0,0,0,0.290322581,1.161290323,0.6,0.18,0.022258065,0,0,40,144
0.757575758,52.5,0,0,0.242424242,0,0,0,0.272727273,0.909090909,0.6,0.21,0.022727273,2,65,40,166
0.75,52.5,0,0,0.25,0,0,0,0.28125,1.03125,0.6,0.18,0.0225,0,0,40,143
0.8,52.5,0,0,0.2,0,0,0,0.333333333,1.133333333,0.6,0.2,0.024,0,0,40,93
0.794117647,52.5,0,0,0.205882353,0,0,0,0.235294118,0.882352941,0.6,0.2,0.031764706,2,65,40,194
0.757575758,52.5,0,0,0.242424242,0,0,0,0.181818182,1.090909091,0.6,0.18,0.022727273,2,65,40,185
0.757575758,52.5,0,0,0.242424242,0,0,0,0.272727273,0.909090909,0.6,0.21,0.022727273,2,65,40,174
0.75,52.5,0,0,0.25,0,0,0,0.28125,1,0.6,0.19,0.0225,1,65,40,147
0.685714286,52.5,0,0,0.314285714,0,0,0,0.142857143,0.971428571,0.6,0.2,0.020571429,0,0,40,114
0.774193548,52.5,0,0,0.225806452,0,0,0,0.290322581,1.064516129,0.6,0.18,0.023225806,2,65,40,196
0.754545455,52.5,0,0,0.245454545,0,0,0,0,1.303030303,2,0.15,0.015090909,6.558363418,65,50,155.3
0.754545455,52.5,0.150757576,0,0.09469697,0,0,0,0,1.303030303,2,0.17,0.015090909,6.558363418,65,50,156.5
0.754545455,52.5,0,0,0.09469697,0.150757576,0,0,0,1.303030303,2,0.19,0.015090909,6.558363418,65,50,155.5
0.8,52.5,0,0,0.2,0,0,0,0,1.2368,0.11,0.176,0.016,0,0,50.8,114.5703125
0.6,52.5,0,0.2,0.2,0,0,0,0,1.2224,0.11,0.176,0.012,0,0,50.8,122.5
0.4,52.5,0,0.4,0.2,0,0,0,0,1.208,0.11,0.176,0.008,0,0,50.8,115.9375
0.28,52.5,0,0.52,0.2,0,0,0,0,1.1992,0.11,0.176,0.0056,0,0,50.8,110.46875
0.55,52.5,0.35,0,0.1,0,0,0,0,1,2.36,0.17,0.01375,0,0,40,79.16827076
0.55,52.5,0.35,0,0.1,0,0,0,0,1,2.36,0.17,0.01375,2,74.28571429,40,137.4279006
0.49,52.5,0.35,0,0.1,0.06,0,0,0,1,2.36,0.17,0.01225,0,0,40,79.17571655
0.49,52.5,0.35,0,0.1,0.06,0,0,0,1,2.36,0.17,0.01225,2,74.28571429,40,141.6320677
0.45,52.5,0.35,0,0.1,0.1,0,0,0,1,2.36,0.17,0.01125,0,0,40,84.69169751
0.45,52.5,0.35,0,0.1,0.1,0,0,0,1,2.36,0.17,0.01125,2,74.28571429,40,151.0824749
0.41,52.5,0.35,0,0.1,0.14,0,0,0,1,2.36,0.17,0.01025,0,0,40,81.55194077
0.41,52.5,0.35,0,0.1,0.14,0,0,0,1,2.36,0.17,0.01025,2,74.28571429,40,127.7459968
